ID;Puntuación;Porcentaje;Dirección;Guión;Argumento;Género;Duración;Título
tt0191476;6.1;61.0;Mircea Daneliuc;['Mircea Daneliuc'];Young Doina has a car accident. In intensive care, the doctor, Vali, calls her time of death but discovers that the child she was carrying is still alive. Wishing to save its life, the doctor puts the mother on artificial life support.;['Comedia'];93.0;Aceste Lehamite
tt0346045;6.7;67.0;Luis Aller;['Luis Aller', 'María José Garcia', 'María José García'];Passers-by is a constructivist, multiple, fragmented and cosmic film... a cinematographic Big Bang resulting from a thorough conception and edition work by Director Luis Aller. Passers-by exposes us to ephemeralness inside hundreds of human beings' lives in their particular evolutions, and allows us to watch them as though we open a wide window over the city of Barcel... Leer todo;['Comedia', 'Drama'];94.0;Transeúntes
tt0420097;6.1;61.0;Michaël Souhaité;['François Hitter', 'Marie-Pierre Huster', 'Michaël Souhaité'];Sweet and bitter comedy about urban life, Prozac Tango stages seven characters who will kill each other, cross paths, meet, miss each other and perhaps love each other.;['Comedia'];19.0;Prozac tango
tt0478970;7.2;72.0;Peyton Reed;['Edgar Wright', 'Joe Cornish', 'Adam McKay'];El ladrón de guante blanco Scott Lang, equipado con un súper traje con la asombrosa capacidad de reducir el tamaño pero aumentar la fuerza de quien lo lleva, debe aceptar a su héroe interior y ayudar a su mentor, el Dr. Hank Pym, a planear y llevar a cabo un atraco que salvará al mundo.;['Acción', 'Comedia', 'Ciencia ficción'];117.0;Ant-Man
tt0884732;6.6;66.0;Jeremy Garelick;['Jeremy Garelick', 'Jay Lavender'];A dos semanas para su boda, un tipo tímido se ve envuelto en una estafa por parte de una empresa que brinda servicio de padrinos de boda.;['Comedia', 'Romance'];101.0;El gurú de las bodas
tt10005306;;;François Lallier;['Maxime Séguin-Durand'];-Awareness campaign on drugs while driving. Using a pigeon and a squirrel, she recalls that the police are able to recognize a drugged driver. The campaign is aimed primarily at drivers aged 16 to 24.;['Comedia'];1.0;Publicité SAAQ - campagne publicitaire sur les drogues au volant (Pigeon)
tt10014650;;;Pauli Janhunen Calderón;['Marina Janhunen Calderón', 'Alvaro Grobet Calderón', 'Emilio Janhunen Calderón'];Adventurer Tracy Smith embarks on a journey to find the treasure from the Secret Abyss. With the help of Niño Mistico they must face dangers on the way. Silver Servant, Don Maligni's troops and the Guardian will all challenge the mission.;['Aventura', 'Comedia'];24.0;Tracy Smith: El Tesoro del Abismo Secreto
tt10016730;;;Zidny Nafian;['Zidny Nafian'];On an elevated afternoon, two Boys talked about the cause of a motorbike that was not bought.;['Comedia'];5.0;Rajawali
tt10022342;;;Andrew Craig;['Andrew Craig'];;['Comedia'];12.0;In the Realms of Good and Evil
tt10022366;;;Andrew Craig;['Andrew Craig'];;['Comedia', 'Drama'];7.0;Jeremy
tt10054954;;;Yunhao Zhang;['Yunhao Zhang'];;['Animación', 'Acción'];2.0;The Hungry Buddhists
tt0357159;5.6;56.0;Phil Mulloy;;;['Animación', 'Comedia'];7.0;The Sexlife of a Chair
tt0359111;6.0;60.0;Phil Mulloy;;;['Animación', 'Comedia'];3.0;Cowboys: Outrage!
tt0359113;5.9;59.0;Phil Mulloy;;;['Aventura', 'Comedia'];3.0;Cowboys: That's Nothin'
tt0359114;6.1;61.0;Phil Mulloy;;;['Animación', 'Comedia'];3.0;Cowboys: The Conformist
tt0373361;6.7;67.0;Phil Mulloy;;;['Animación', 'Comedia'];3.0;The Ten Commandments Number 5: Thou Shalt Not Kill
tt0422842;;;Hakusan Kimura;['Yutaka Aso'];;['Animación', 'Comedia'];;Nonkina tosan Yamazaki kaido
tt0475290;6.3;63.0;Ethan Coen;['Joel Coen', 'Ethan Coen'];Un mediador del Hollywood de los años 50 trata de mantener a raya a las estrellas del estudio.;['Comedia', 'Drama', 'Misterio'];106.0;¡Ave, César!
tt0765453;;;Ryan Paige;['Ryan Paige'];When the beautiful and popular head cheerleader at suburban Plano North High School is kidnapped, high school outcasts Henry Welles and Kip Peterson take it upon themselves to solve the kidnapping and rescue the cheerleader in an effort to improve their social standing.;['Comedia'];;Have You Seen Me?
tt0821486;6.4;64.0;Steve Becker;['Steve Becker'];A rock & roll romantic comedy set in NYC about the pursuit of love, passion, and the meaning of life, all punctuated by an original, pulsating soundtrack and live performances by the all girl group MaxiTit.;['Comedia', 'Música', 'Romance'];99.0;Manhattan Minutiae
tt0825283;3.6;36.0;Jay Martin;['James Patterson', 'Angelique Hanus', 'Jesse Spears'];Una bandada de niños alados monta un plan de rescate cuando los niños-lobos secuestran a su miembro más joven y la devuelven a la institución militarizada que los creó a todos.;['Acción', 'Aventura', 'Comedia'];88.0;El viaje de Max
tt0837156;6.1;61.0;John Lee;['Paul Reubens', 'Paul Rust'];A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first holiday ever in this epic story of friendship and destiny.;['Comedia', 'Familiar'];90.0;Pee-wee's Big Holiday
tt0838194;7.9;79.0;Scott Slone;['Scott Slone'];Inspired by war films from the 1950's, Retreat! tells the story of nine U.S. Soldiers who were forced to retreat into unknown territories deep in the heart of Korea.;['Comedia', 'Drama', 'Bélico'];;Retreat!
tt10011176;6.0;60.0;Tamara Bruketta;;A pool party, rambunctious teen fun, what harm could one little fart do? Right?;['Comedia'];3.0;Pool Fart
tt10027418;;;KT Kent;['Jewel Greenberg', 'Kristy Thomas'];;['Comedia'];;Culture Club
tt10037190;5.1;51.0;Dean Fleischer Camp;['Dean Fleischer Camp', 'Jenny Slate'];;['Comedia'];4.0;Hospital Head Doctor
tt10056554;;;Mykola Yeriomin;['Mykola Yeriomin'];A strange congratulation on the occasion of International Women's Day.;['Comedia'];4.0;Something Remotely Beautiful
tt0087963;6.6;66.0;Dean Shek;['Helen Chan', 'Olivia Cheng', 'Samuel Hui'];To get their parents back together, two clever siblings team up with their grandpa in a series of mischievous antics.;['Comedia', 'Drama'];97.0;Quan jia fu
tt0100275;6.5;65.0;Raúl Ruiz;['Pía Rey', 'Raúl Ruiz'];The film revolves around the concept of soap opera. Its structure is based on the assumption that Chilean reality does not exist, but rather is an ensemble of soap operas.;['Comedia', 'Drama', 'Fantasía'];80.0;La Telenovela Errante
tt0137204;8.5;85.0;Anthony Harrison;['Anthony Harrison'];Simple-minded Joseph Briteman breaks a golden rule of his 'life skills' program when he walks away unsupervised to rescue his long lost baby sister.;['Animación', 'Aventura', 'Comedia'];83.0;Joe Finds Grace
tt0331314;4.8;48.0;Louis Ross;['Michael A. Nickles', 'Julia Wall'];Travis and Whitney visit their grandparents and stumble upon the evil plan of a greedy land developer. Travis falls through a magical portal which transports him to the world of American hero, Paul Bunyan and his pet ox, Babe.;['Animación', 'Aventura', 'Comedia'];84.0;Bunyan and Babe
tt0491175;5.8;58.0;George Clooney;['Joel Coen', 'Ethan Coen', 'George Clooney'];Mientras una comunidad suburbana de los años 50 se autodestruye, un allanamiento de morada tiene siniestras consecuencias para una familia aparentemente normal.;['Comedia', 'Crimen', 'Drama'];105.0;Suburbicon
tt0493405;6.0;60.0;Dax Shepard;['Rick Rosner', 'Dax Shepard'];Un agente novato forma equipo con un curtido profesional de la Patrulla de Carreteras de California, pero pronto se entera de que en realidad es un federal encubierto que investiga un atraco en el que podrían estar implicados policías.;['Acción', 'Comedia', 'Crimen'];100.0;CHiPs: Loca patrulla motorizada
tt0825334;8.4;84.0;Gladys Florence;['Gladys Florence'];Caravaggio's tortured life, his murder and the journey of his soul.;['Comedia', 'Drama'];90.0;Caravaggio and My Mother the Pope
tt0835802;5.5;55.0;William H. Macy;['William Porter'];A young man living a sheltered life develops a crush on an ex-stripper and joins her Alcoholics Anonymous group just so he can be in the same room with her.;['Comedia', 'Drama'];90.0;Krystal
tt0937225;5.3;53.0;Greg Lindsay;['Greg Lindsay'];When detective reality show loser, Nick Knight, is paid good money to try to find who killed the show's successful producer, Charles Forsythe Carrington, he teams up with the producer's gorgeous daughter and a fellow contestant to find out who killed him and why in this comedic romp! Throughout this hilarious slapstick journey, he's reminded of his shortcomings from h... Leer todo;['Comedia'];96.0;Joe Dick
tt10008900;;;Jason Cunningham;['Jason Cunningham'];;['Comedia'];;Introverts Anonymous
tt10010634;;;Nathaniel Goodman;['Amelia Solomon'];A hedge fund manager dreams of writing the great American novel but can't find the time to complete it, so he decides to commit a crime and serve a two-year sentence where he's inspired by the real-life stories of his cellmates.;['Comedia'];;Jail Bound
tt10011206;;;Chandrakant Dudhgaokar;['Hemant Edlabadkar'];a village where an honest and noble couple have been working for the welfare of the villagers and are respected deeply by the village head and others. Lately, the villagers have gone into severe losses after getting lured by a scheme that promised to double their money. The village head asks the couple to bail them out of trouble. When they contact Anna (Avtar Gill), ... Leer todo;['Comedia'];;Dhingana
tt10016710;;;Sagar Kalaria;;"A story about many characters connected with each other due to random set of reasons. The film depicts how their lives are trapped in a loop due to those never ending ""five minutes"".";['Comedia'];;Bas Paanch Minute
tt10016496;;;Nora Särak;['Nora Särak'];;['Comedia', 'Drama'];4.0;First Kiss
tt10017062;;;Berat Asani;['Blagica Sekuloska'];Nikola is a little genius that makes experiments around home. It's New Year's Eve. When he learns that his parents are again going to celebrate New Year at another place, and not at home, Nikola feels like he must do everything to make them stay with him.;['Comedia'];12.0;Oops
tt10017520;8.0;80.0;László Csáki;['Béla Fehér'];;['Comedia'];7.0;Vendégszeretet
tt10022382;;;Patrick Cloninger;['Patrick Cloninger'];;['Comedia', 'Fantasía'];7.0;Excalibur Too
tt10035124;;;Abbie Murphy;['Ricky Hunt', 'Abbie Murphy'];A comedy sketch of an RAD Ballet Exam, set in an English village hall.;['Comedia'];;The Ballet Exam
tt10033594;;;Jacob Thomas;['Jacob Thomas'];Matthew teaches Leo the ways of upselling customers over a couple of choice drinks.;['Comedia'];;The Wolf of Guacotle
tt10036736;;;Lewie Bartone;['Sarah McLean'];;['Comedia'];;Buddy Cops!
tt10038738;;;Zhenhao Zhao;['Yuenian Su'];;['Comedia', 'Romance'];63.0;Shao nv tian shi
tt10041362;;;Q-ell Betton;['Q-ell Betton'];An eccentric tennis player comes and challenges a park player to a match.;['Comedia'];7.0;The Good, The Bad And The Tennis
tt10042936;;;Katherine Dudley;['Katherine Dudley'];;['Comedia'];7.0;UnHoly Father
tt10049108;;;Olatz Ovejero;['Adrián Resa'];;['Comedia'];6.0;Un camión por encima
tt10055588;;;Alex Vickery-Howe;['Alex Vickery-Howe'];Fawn, a 'plain Jane', learns at the reading of her father's will that her whole life is a lie and that she is the daughter of a rock star - a modern goddess, destined for stardom.;['Comedia'];;Goddess
tt10065874;;;Jeff Rabinak;['Gianmarco Soresi'];;['Comedia'];;Moving A Couch in a Walk-Up
tt0111414;;;Frank Howson;['Frank Howson'];A lonely man on the run is trapped inside a house. He reflects on the mistakes in his life as those who wish him harm close in.;['Comedia'];75.0;A Thin Life
tt0365545;6.4;64.0;Haifaa Al-Mansour;['Adam Brooks', 'Gina Prince-Bythewood', 'Trisha R. Thomas'];Violet Jones, cansada de esperar a que su novio de mucho tiempo le proponga matrimonio, rompe con él. Pero antiguos sentimientos, y sin duda un montón de celos, surgen cuando pronto comienza a salir con otra mujer.;['Comedia', 'Drama', 'Romance'];98.0;Desmelenada
tt0859635;6.0;60.0;Jay Chandrasekhar;['Jay Chandrasekhar', 'Kevin Heffernan', 'Steve Lemme'];Cuando surge una disputa fronteriza entre EEUU y Canadá, los Súper Tropas tienen la tarea de establecer una estación de Patrulla de Caminos en el área disputada.;['Comedia', 'Crimen', 'Misterio'];100.0;Supermaderos 2
tt10003672;;;Olivier Aubé;"[""Marc-André L'Abbée""]";;['Comedia'];;Spice du Jour - Rencontre avec Nathan Bright B.C
tt10006452;;;Gabriela Buchanan;['Craig Thorpe', 'Ben Wood'];A man struggles to separate his fantasies from everyday life.;['Comedia', 'Misterio'];;The Mind's Eye
tt10006684;;;George Loizou;['George Loizou'];A typical teenage boy hooked on drugs but not the type you'd expect to see. As his life progresses on does he continue his old habits or break out of them and make something new of himself?;['Comedia'];4.0;The Promise
tt10011220;6.2;62.0;David Moreno;['David Moreno'];A couple has been spending Sunday afternoon in the same lake since the day they met, more than forty years ago. Maybe it's time to settle old scores...;['Comedia'];8.0;Moscas
tt10014144;;;Dan Sloan;['Dan Sloan', 'Andrew J Taylor'];;['Comedia'];9.0;Five Months
tt10015330;;;Wayne Wilde;['Adele Robinson Rodriguez', 'Wayne Wilde'];;['Comedia', 'Crimen'];;Inspect The Unexpected
tt10015278;;;Kyle Karamanos;['Nicholas Condeni', 'Brenden Gates', 'Joseph Heller'];;['Comedia'];;This Is Film Center
tt10015356;;;Wayne Wilde;['Adele Robinson Rodriguez'];;['Comedia', 'Crimen'];;Robbers
tt10014042;;;Bebe Pix;['Bebe Pix'];After her family found her talking to neighbor's son Lubani, young Emelia was humiliated by her family and then forced to marry him, but Lubani's family refuses. Thrown out of the house she was found in the bushes by a fellow villager, hungry and with injured ankle. The village chief takes after her, and arranges reconciliation of two families.;['Comedia', 'Drama'];52.0;Forced Marriage
tt10015262;;;Sherry Rashidan;['Sherry Rashidan'];Leo feels like his life is dull and repetitive. After a strange encounter with a whimsical little girl on the morning of his birthday, he experiences the true meaning of feeling stuck.;['Comedia', 'Fantasía'];;Stuck
tt10016736;;;Matej Chlupacek;['John Torrie'];Panic hits the quiet English town of Middleswick when an old woman paints her house bright pink. At an emergency meeting, you have a seat at the table and a perfect view of the action as tempers flare and hilarity unfolds in this brilliant VR comedy.;['Comedia'];10.0;The Committee
tt10021014;;;Stacey Bernstein;;;['Comedia'];;Skin Deep
tt10022258;;;Rosey Tyler;['Barbara-Audrey Bergeron', 'Lena Burmenko', 'John Krissilas'];New Casting Directors, Joanne and Amanda, have landed their first major motion picture client and are excited to share their process with you as they cast for the child star of the film.;['Comedia'];8.0;Starcasters!
tt10022766;;;Aubrey Arnason;['Aubrey Arnason', 'Tom Belding'];The last fish in the world is served to a motley crew of customers at a small family run restaurant in Fredricton, New Brunswick.;['Comedia'];30.0;Freddy
tt10026726;;;Heather Bowry;['Alex Perry'];;['Comedia'];;The Big Pop
tt10027474;;;Kiyoto Naruse;['Kirari Tanaka'];;['Comedia', 'Terror'];48.0;Onsen shikabane geisha
tt10028630;;;Kevin Ryan Williams;['Jessica Munna'];;['Comedia'];;Phebe's Crush
tt10029026;;;Harvey Gardner;['Harvey Gardner'];After not seeing eye to eye for a long time, two brothers are forced to work together for one momentous task - to paint their Gran's shed.;['Comedia', 'Drama'];14.0;Shed
tt10032562;;;Brian T. Elliott;['Brian T. Elliott'];An elite group of men known as The Supreme Court are tasked to determine whether or not Griffon Cavanaugh is Supreme Court material. This elite group has a few firm requirements to be granted membership. The court has taken it upon themselves to undergo an investigation on Griffon to determine his eligibility.;['Comedia'];10.0;The Supreme Court
tt10033636;;;Joey Burke;['Joey Burke', 'Jacob Thomas'];Master Stevenson's robot slave, Joshua, feels mistreated by his master and little does he know Master Stevenson has plans unknown to Joshua that later cause him to do the unthinkable.;['Comedia'];5.0;Artificial Intelligence
tt10038732;;;Dan Scholin;['Dan Scholin'];;['Comedia'];10.0;The Adventures of Smokey the Twink and Mark O'Rubio: The Movie
tt10038068;;;Bryce Christopher;['Bryce Christopher'];The North Pole is melting due to Global Warming and Santa must save it before it's too late. In order to do so, he seeks help from his estranged daughter (Sam) who works at the EPA. However, Santa's morals are tested entering the political world. As, he and Sam work together to get an extremely important environmental bill passed. Yet, in the end, he realizes that som... Leer todo;['Comedia'];;Naughty Mr. Claus
tt10039232;;;Liam Cowles;['Liam Cowles'];Three guys. Two fight it out for the last piece of pizza while the third chills out in the toilet.;['Comedia'];3.0;You Wanna Pizza Me
tt10039976;;;Mykola Yeriomin;['Mykola Yeriomin'];A bored man tries to change the channel.;['Comedia', 'Terror'];7.0;De oom op zoek naar mysterie (The Uncle in Search of Mystery)
tt10039632;;;Giles Greenwood;['Jon Digby'];9862 is a black , close-to-the-bone comedy which deals with issues of vulnerability and desperation and how people's problems can really escalate if they are not dealt with properly.;['Comedia'];11.0;9862
tt10045436;;;Michaël Estarque;['Michaël Estarque'];;['Comedia'];2.0;Je suis la dernière scène
tt10044046;;;Charles Townsend;['Matthew Feldhaus', 'Timothy Takeuchi', 'Rosanne Hinshaw'];A young man spends his day inside and separate from the world. An accident occurs, leaving him at the mercy of a package thief.;['Comedia'];5.0;Brett's Package
tt10048330;;;Luis Samra;['Luis Samra'];;['Comedia', 'Drama'];;Kindling
tt10049152;;;Alexander Cruz;['Alexander Cruz'];When Roy, an elderly Quebecois, suddenly keels over after an afternoon of hard drinking, his Filipina wife Ruby is left to figure out how she and her son Levi are going to survive.;['Comedia', 'Drama'];88.0;Pur laine
tt10049172;;;Daniel Freeman;['Daniel Freeman'];Edison Jones, a small town street performer and visual artist, meanders through life while trying to build The Experimental Institute of Eastern Californiart. Through the lens of a documentarian, we see Edison in his hometown of Nevada City, California and later on a reflective road trip to Reno, Nevada.;['Comedia'];;Still Moves
tt10054310;;;Samuel Ely;['Samuel Ely'];;['Comedia'];11.0;The Love Story of Kosher
