ID;Puntuación;Porcentaje;Dirección;Guión;Argumento;Género;Duración;Título
tt10251796;;;Bethan Mayers;['Jessica Flavin'];Short fantasy film, 2018. Short Film, Cardiff, Wales. Hazel (16) has been having visions of a peculiar woman (Dahlia, 34) who appears to be from another world. Spending most of her time drawing and writing about a place named 'Arcadia', Hazel's dad Thomas (35) discourages her from learning more. Does he really disapprove of her wild imagination, or is he protecting he... Leer todo;['Fantasía'];8.0;208 Moons
tt10265616;;;Dana Elise;['Joseph Cliburn', 'Dana Elise'];Joseph plays his swan song and finds himself whisked away by an ethereal being from another realm. She must convince him to fight for his life in the ruthless battle to come.;['Fantasía'];5.0;The Gates
tt10268246;;;Safia Benhaim;['Jonathan Capdevielle'];A hunter, a deer's call, a thick fog swallowing a forest... The vision of an haunted memory : a friend, obsessed by the hunting of a stag, penetrating the heart of the forest and disappearing without a trace. Shot as a documentary, in the Cévennes Hills in southern France, Dark Blood morphs into a fantasy tale that tries to figure out a hunter's dizzying obsession for... Leer todo;['Documental', 'Fantasía'];38.0;Dark Blood
tt10276594;9.0;90.0;Julia Shuvchinskaya;['Julia Shuvchinskaya'];Nobody has told Christine that she grew up, so the old lady continues to play her childish Game making every human a very happy being. Until one day her game breaks.;['Drama', 'Fantasía'];4.0;Jeu de fille
tt10298182;;;Celine Gossage;;When a girl happens upon a magical film camera, her mundane life will be changed forever.;['Fantasía'];;Gone Sightseeing
tt10298054;8.8;88.0;Nelson Polfliet;['Nelson Polfliet'];When the elderly burlesque dancer Elvira wishes to see her deceased husband Jean one last time, it is the devil who comes to pick her up.;['Drama', 'Fantasía'];23.0;In the Palace
tt10299844;;;Joe Arjona;['Joe Arjona'];New York City, 1942, the detective Dennis Pitt finds himself close to death when he tries to solve the mystery of the disappearance of his friend, the old Zhanglao. He will gradually change in his way to recovery, becoming something beyond human.;['Animación', 'Drama'];12.0;Confront your destiny
tt10312782;;;Jeremy Kasten;['Fred Greenhalgh', 'Jeremy Kasten'];In the Fall of 1918, college student Milton Ford meets the enigmatic Professor Sparks, a man whose radical ideas about sex and magic throw into question everything about Milton's religious Maine upbringing. After a decadent salon at Sparks's apartment, something's unleashed that shatters Milton's world around him.;['Fantasía', 'Historia'];19.0;1918: A Dark Tome Story
tt10314074;;;Chris Paraskevas;['Chris Paraskevas'];Actor loves Actress. Actress has boyfriend. Filmmaker is jealous.;['Drama', 'Fantasía'];10.0;Valencia
tt10318670;3.9;39.0;Daniel Angeles;['Daniel Angeles', 'Luis Fernando Del Angel'];A group of friends decides to camp out of town without imagining that something dark is watching them.;['Fantasía', 'Terror'];;El Charro
tt10316392;;;Anna Remus;['Anna Remus', 'Audrey Seybold'];A film about personal transformation and not limiting oneself.;['Fantasía'];;Frames
tt10322784;7.8;78.0;Luis Fernando Del Angel;['Luis Fernando Del Angel'];The murders in the areas surrounding the Aldrich house have started, the illusionist is stronger than ever and trying to find the only missing object to carry out his plan, the darkness is coming.;['Aventura', 'Fantasía', 'Misterio'];97.0;El Encanto de la Oscuridad: Parte 2
tt10324120;;;Dawei Miao;['Siu-Wong Fan', 'Chao Jiang', 'Deshun Wang'];;['Aventura', 'Fantasía'];78.0;Shen hai ju yao 2
tt10326756;;;Luiis Hule;['Audrey Ero', 'Luiis Hule', 'Angel Ray'];Brianna turns to witchcraft to turn back time and fix her relationship, but fate has a fickle way of punishing her for messing with time.;['Fantasía'];5.0;Burn for You
tt10331478;;;Yilin Dai;['Yunchuan Wang'];Poisoned corpses along the streets and rampant illness throughout the city -- the Qing Dynasty is fading fast, and along with it Shengjing City has become unrecognizable. Local resident Zhang Xiaozhi's great-grandfather was a tomb builder, and now Zhang is the last of his line to still know the way to the Water Palace Tomb hidden deep beneath the city's four pagodas. ... Leer todo;['Comedia', 'Fantasía', 'Misterio'];90.0;Bao ta zhen he yao
tt10328934;;;Rodrigo Torres;['Rodrigo Torres', 'Antonio Zamarripa'];Pulled into an unimaginable situation, three criminals are given a chance at redemption but at the risk of certain death. A drug dealer, a burglar, and murderer are forced to play the ultimate game of chance when a mysterious supernatural being presents to them a one in three chance at redemption or a two in three chance of being killed instantly. When faced with a qu... Leer todo;['Fantasía'];;One Third
tt10334770;5.1;51.0;Zhongxuan Ma;['Yinli Zhang', 'Fengping Zhou'];On their journey to the west, Tang Seng and Sun Wukong have a falling out and set out a challenge for each other. Sun Wukong agrees to give Tang Seng his magical powers in exchange for Tang Seng's appearance and learning. The challenge they set is to bypass the Seven Spider Sisters and defeat the Hundred-eyed Demon Lord within seven days. After the swap, who will have... Leer todo;['Aventura', 'Fantasía'];99.0;Da meng xi you 4
tt1034415;6.7;67.0;Luca Guadagnino;['Dario Argento', 'Daria Nicolodi', 'David Kajganich'];Se arremolina en el centro de una reconocida compañía de danza una oscuridad que devorará al director artístico - un joven bailarín ambicioso - y a un psicoterapeuta en duelo. Algunos sucumbirán a la pesadilla. Otros finalmente despertarán.;['Drama', 'Fantasía', 'Terror'];152.0;Suspiria
tt10353736;5.7;57.0;Guohan Hu;['Runze Wang'];;['Acción', 'Drama', 'Fantasía'];95.0;Ji yao zhuan
tt10375776;;;Claudia Kaleta;['Simon Deeley', 'Claudia Kaleta'];After a fatal accident two sisters must come to terms with where they now belong and understand what is best to help them soar in this world. Even if it's the hardest thing to do.;['Aventura', 'Drama'];10.0;Clipped
tt10379248;;;Tianyi Wang;;A man tries to attend the date which he promised to the girl who plays Zheng four years ago. He made it finally. So close but so far away.;['Fantasía'];;Zheng
tt10388458;;;Lamont Gant;['Joseph R Wheeler III'];A mystical leader of the Arts known as, The BOSS, defends the fate of creativity in a magical chess game against the anti-artist known as the Disruptor.;['Fantasía'];13.0;Boss
tt10392720;5.2;52.0;Federico Tarántola;['Federico Tarántola'];Detective Henry Chandler receives the most intriguing mission of his career: to investigate the history of the Froggy Invasion and find the Krona Crown.;['Animación', 'Fantasía', 'Terror'];80.0;Krona 3 the Froggy Case
tt10387748;;;Hilary Duff;;;['Animación', 'Fantasía'];;Meet Your Tooth Fairy
tt10389002;;;Khaled Habib El Kebich;['Khaled Habib El Kebich'];When symbols, signs and rituals rules our lives.;['Fantasía'];60.0;The rug
tt10392640;;;Aidan Sillifant;['Daniel Lasker', 'Sizo Mahlangu'];A young man explores his suppressed creativity through one of his lucid dreams.;['Fantasía'];14.0;Boy on Dreams
tt10417898;;;Fred Grant;['Greg Garrison', 'Fred Grant'];;['Fantasía'];;Land of Behemoths
tt10422094;;;Luis Sconza;['Luis Sconza'];Objects shows a guy's anxiety about calling a girl he likes.;['Fantasía', 'Música'];;Gross: Alô, Liguei
tt10432994;;;Dawei Miao;['Siu-Wong Fan', 'Deshun Wang', 'Xinru Wang'];;['Fantasía'];74.0;Shen hai ju yao
tt10440516;;;Riccardo Merello;['Riccardo Merello'];;['Fantasía'];;Oblio
tt10443650;5.0;50.0;Kenji Wu;['Xiaotong Li', 'Kenji Wu', 'Zaihuan Zheng'];;['Fantasía', 'Romance'];105.0;Wei ni xie shi
tt10467288;;;Yuehui Chen;['Xiaodan Zhang'];The Doctor of Evil activated the time-space portal to cause time-space changes in various parts of the world. Human beings are ready to fight the invasion of alien monsters. The communication system of the X-Force sub-base in Kuala Lumpur, Malaysia was invaded by mysterious saboteurs. Bai Lu was assigned to Kuala Lumpur to carry out a reconnaissance mission. Lu sudden... Leer todo;['Acción', 'Aventura', 'Drama'];96.0;Guang ying zhi zhan
tt10470002;;;Amin Sameti;['Amin Sameti'];The city is afraid of a new thief who took the people's blue eyes.;['Drama', 'Fantasía'];9.0;Blue Eyed
tt10498722;7.0;70.0;Franco G. Arce;['Franco G. Arce', 'Mylene Mamalias', 'Siegfried Sepulveda'];"Juan Balucas at ang Bayabas features Nourish ""Icon"" Lapus, as JUAN BALUCAS, the son of JOHN (Archie Alemania) who has been mistaken to be Juan Tamad and turned into stone by the mystical creature IBONG BADARNA (Randy de Silva) to avoid him from inflicting laziness to all mankind. To save his father, Juan enters an agreement with the queen of the fairies REYNA SUKI (Ga... Leer todo";['Aventura', 'Comedia', 'Fantasía'];85.0;Juan Balucas at ang Bayabas
tt10506102;;;Ibon Goiko;['Ibon Goiko'];"A metaphor about the childhood-adulthood transition and a historical document of the last days of the Contemporary Art Center ""Arteleku"".";['Fantasía', 'Historia'];6.0;Hutsune Zurian
tt10538976;;;Shannon Thomson;['Shannon Thomson'];In a town where time doesn't pass, everything within the town borders stays the same age forever. Unsatisfied with the monotony of a timeless life, a young girl, Millie, wrestles with the decision to stay or go, and the end of childhood leaving would bring about.;['Fantasía'];;The Town That Time Forgot
tt0448115;7.0;70.0;David F. Sandberg;['Henry Gayden', 'Darren Lemke', 'Bill Parker'];Todo el mundo lleva un superhéroe en su interior, solo se necesita un poco de magia para sacarlo. En el caso de Billy Batson, un joven huérfano de 14 años, con tan solo pronunciar la palabra Shazam se convierte en un superhéroe adulto.;['Acción', 'Aventura', 'Comedia'];132.0;¡Shazam!
tt10003442;9.3;93.0;K.J. Chaves Santos;['K.J. Chaves Santos'];In the Azores Islands, three young teenagers hoping to reunite their Coven.;['Drama', 'Fantasía'];8.0;The Coven
tt10006640;;;Pau Domingo;['Àlex Clusellas', 'Jaume Cortada', 'Gabriel Di Pastena'];;['Drama', 'Fantasía'];;El Barber
tt10006124;6.1;61.0;David Banta-Garcia;['David Banta-Garcia', 'H.P. Lovecraft'];Un viajero se encuentra en un oscuro y extraño viaje hacia la localidad de Innsmouth.;['Fantasía', 'Terror'];33.0;Innsmouth x
tt10008568;;;Laurence Unger;['Laurence Unger'];A reformed taxidermist resurrects taxidermy animals with chaotic consequences in this all-female silent film. Created through improvisation and play with six young actors from 4 to 12 years old, this kitsch comedic fable invites viewers to re-think what little girls are made of.;['Comedia', 'Familiar'];8.0;Who Let the Taxidermy Out?
tt10013050;;;Quentin Persia;['Quentin Persia', 'Pierre Sabrou'];;['Drama', 'Fantasía'];13.0;Passage
tt10014054;8.3;83.0;Cristian Radu Nema;['Bianca Beatrice Michi Nema'];The film follows the path of Mihai Eminescu's travel chest. Attending an auction that put on sale the chest that belonged to the great poet, a fanatical admirer of Eminescu buy this valuable object and takes it home. In the presence of the chest, the young man becomes concerned to discover its history and manuscripts that Mihai Eminescu kept in this chest.;['Fantasía'];34.0;Cufarul
tt10011244;5.6;56.0;Nick Gatsby;['Nick Gatsby'];The Tenant continuously fails to escape his deadly apartment in under 5 minutes.;['Comedia', 'Fantasía', 'Terror'];51.0;My Neighbor Wants Me Dead
tt10015500;;;Ismael Villalpando;['Ismael Villalpando'];Doctor Benson's dream is getting closer. But the few people who know what he is looking for, have tried to stop him from going ahead without knowing the reason to forbid him to continue, others have been sent to have all the information of his experiment that would change the history of humanity.;['Fantasía', 'Suspense'];15.0;Norah
tt10014298;;;Arepo;['Arepo', 'Alberto Bona', 'Federico Cicardi'];A relaxing walk in the countryside unexpectedly turns into an existential mystery.;['Comedia', 'Drama'];5.0;Piercing Stillness
tt10016502;5.7;57.0;Dakhil Al-Nabhan;['Maziad Al-Muasharji'];As Eisa and his friend Marwan travel through time to the year 2038, he falls in love with Rawan who leads a group of rebellions against Seri, a company that produces robots.;['Comedia', 'Fantasía'];88.0;Back from 2038
tt10015596;8.5;85.0;Sergey A.;['Sergey A.'];In an ordinary village there is a present unknown evil, from which there is no mercy.;['Comedia', 'Fantasía'];4.0;Toilet of Satan
tt10017264;9.4;94.0;Ferran Brooks;['Ferran Brooks'];;['Fantasía'];6.0;FashionDeath
tt10022002;9.2;92.0;Jordi París Gil;;;['Fantasía'];;Pigmento
tt10024186;;;Matej Chlupacek;['Aneta Honzkova', 'Olga Tokarczuk'];;['Drama', 'Fantasía'];25.0;Noc v Mariandu
tt10026768;;;Meghann Artes;['Meghann Artes'];Miracle, science and luck all play a part in this vibrant and fantastic imagining of how life begins.;['Animación', 'Fantasía'];9.0;Oh Baby!
tt10024774;;;Ben Fee;['Matthew Brue', 'David Butler', 'Veda Carmine-Ritchie'];;['Fantasía', 'Música'];;Missio: I See You
tt10033762;;;Sheena Pinkney;['Cierra Lockett'];A psychic photographer teams up with her grandmother to use voodoo magic against the supernatural beings that haunt Memphis.;['Fantasía'];5.0;Conjure
tt10037514;8.7;87.0;Aaron Blanton;['Tyler Ankenman'];Mort Fletcher, the reluctant inheritor of his family's mortuary, gets a second chance at closure when his adopted father returns from the dead as a talking zombie.;['Comedia', 'Fantasía'];25.0;Mortuary
tt10042132;;;Van Daele Franky;['Van Daele Franky'];;['Fantasía'];;Lisa
tt10041638;;;Michael Nicola;['Michael Nicola'];;['Fantasía'];;Adam and 3 Eves
tt10042070;;;Victoria Larimore;['Victoria Larimore'];A visual tribute to the beauty and majesty of the world we share and it's components: air, water, fire, and earth.;['Fantasía'];;Ode to the Elements
tt10039148;;;Mario Scarinci;['Mario Scarinci'];;['Fantasía'];6.0;Mind's Patterns
tt10045060;;;Domingo Ortega Agramunt;['Domingo Ortega Agramunt'];X, Definitions. 1- Sign with which can be represented, in the calculations, the unknown, or the first of the unknowns, if there are two or more. 2- Toni and Angela wait for their first child. He returns from trip and you're going to find something puzzling. 3- adj. Not determined or not specified.;['Fantasía'];6.0;X,
tt10047708;;;Pär Ödlund;['Désirée Nordlund'];;['Fantasía'];15.0;The Third Wish
tt10050612;;;Edie Robinette-Petrachi;['Edie Robinette-Petrachi'];Bigfoot has to the end of this Autumn to find a family to break the curse. He shape-shifts into animals and meets a group of campers. The campers half fear him and half understand him. Will he succeed or makes other plans?;['Fantasía'];60.0;Bigfoot's Lament
tt10052928;4.9;49.0;Kôichi Sakamoto;['Naoki Hayashi'];A young girl named Miya, who is chased because of her mysterious abilities, meets Rikka Isurug, who has been born in the family of ninja for generations.;['Acción', 'Drama', 'Fantasía'];92.0;Black Fox: Age of the Ninja
tt10050274;6.2;62.0;Mark A. Reyes;['Mark A. Reyes', 'Marijoy Valenzuela', 'Glaiza Ramirez'];The four friends reunite once more after the witch Hellga (Sunshine Cruz) vows to eliminate the non-magical beings with help from other evil forces.;['Aventura', 'Fantasía'];86.0;Mystified
tt10055866;;;Mu Tunc;['Mu Tunc'];A downtrodden telekinetic is out-of-place in an orgiastic party in Istanbul.;['Fantasía'];4.0;Toth: When I Awoke
tt10056510;4.9;49.0;S. Muthukumaran;['Yogi Babu', 'Ashiq Hussain', 'Janani Iyer'];Lord Shiva accuses Yama for saving the life of a criminal-politician when the latter tries to stop a little girl from dying. Yama is given a few days' time to rectify his action.;['Drama', 'Fantasía'];147.0;Dharmaprabhu
tt10055160;6.0;60.0;Nicole Delaney;['Nicole Delaney', 'Sonya Goddy'];THIRSTY tells the story of a mosquito who falls in love with a man after she tastes his blood. Through her eyes we explore the ups and downs of sex, intimacy, love, and a bug's unflinching desire to feel human.;['Comedia', 'Drama'];12.0;Thirsty
tt10060094;5.6;56.0;Monika Mitchell;['Cara J. Russell'];Un caballero medieval inglés es mágicamente transportado al presente, donde se enamora de una profesora de ciencias que no cree en el amor.;['Aventura', 'Comedia', 'Drama'];92.0;El caballero de la Navidad
tt10062474;7.5;75.0;Sanal Kumar Sasidharan;['Sanal Kumar Sasidharan'];A man named Unmadi's dreams causes disturbances in the society as his fellow citizens also start watching his dreams. Authorities insist him to censor his dreams before he start seeing them and when he denies the same they ban him from dreaming. But People of his country start watching his dreams illegally and start spreading it.;['Fantasía'];78.0;Unmadiyude Maranam
tt10064094;;;Adam L. Griffith;['Adam L. Griffith'];Reese meets with his sister Shelley reluctant to reveal his greatest secret. Shelley reassures him that fear is not a sign a weakness.;['Drama', 'Fantasía'];7.0;Little Boy
tt10064224;;;D.J. Walker;['D.J. Walker'];A dinner goes awry when a Troll with an agenda of his own arrives.;['Fantasía'];12.0;Our Troll
tt10066626;;;Emma Swinton;['Karina Jakubowicz', 'Emma Swinton'];;['Fantasía'];16.0;Unearthed
tt10068544;7.8;78.0;Masayuki Kojima;['Akihito Tsukushi'];After departing from Ozen's camp, Riko and Reg continue their journey, encountering more dangers as they descend further into the Abyss.;['Animación', 'Aventura', 'Fantasía'];110.0;Made in Abyss: Hôrô Suru Tasogare
tt10069974;7.5;75.0;Conor Brett;['Conor Brett', 'Joe Shuster', 'Jerry Siegel'];When Clark Kent and Lois Lane attend Lex Luthor's product unveiling to find out that his product was not so innocent after all and is in fact, a suit built to take care of Superman but Superman will not go down without a fight.;['Animación', 'Acción'];26.0;Superman: Man of Steel
tt10068158;7.4;74.0;Masayuki Kojima;['Akihito Tsukushi'];A girl named, Riko and her robot friend, Reg, journey down into a deadly, otherworldly chasm, known as the Abyss, in search of her lost mother.;['Animación', 'Aventura', 'Familiar'];119.0;Made in Abyss: Tabidachi no Yoake
tt10071964;;;Jiyoung Park;['Jiyoung Park'];A girl has to save her little sister from a cannibal shadow monster, trapped in a maze that her fear created.;['Fantasía'];10.0;To My Beloved Sister
tt10074222;6.3;63.0;Amir Houshang Moein;;"Children perform a puppet theatre version of the fairytale of ""The Wolf and the Seven Young Goats"". They identify so strongly with their roles that the boundaries between acting and real life begin to blur. In restrained colours, the drawn animation shifts between these levels. For the boy who plays the big bad wolf the performance ends in an emotional borderline expe... Leer todo";['Animación', 'Fantasía'];9.0;Am I a Wolf?
tt10073880;9.5;95.0;Presley Paras;['Presley Paras'];"Two female addicts, Buffalo and Trout, are hired to rob a white supremacists house. Once arriving to the house they are faced with a decision; either take the money and call it a job well done, or stay and rescue the young kidnapped couple being tortured by a group of white supremacists.";['Crimen', 'Fantasía'];13.0;Buffalo and Trout
tt10079882;6.6;66.0;Alireza Ghasemi;['Alireza Ghasemi'];Four kids start their journey to the moon with the mission of finding a mysterious place called The Redland but the gates of Redland are being guarded by a mischievous snake.;['Drama', 'Familiar'];20.0;Better than Neil Armstrong
tt10081086;5.3;53.0;Toan Joshua Nguyen;['Kay Nguyen'];;['Aventura', 'Comedia', 'Fantasía'];102.0;Táo Quây
tt10084726;6.0;60.0;Jonah Haber;['Stefan Vucic', 'Jonah Haber'];When the whole world is hypnotized by an unexplained celestial event, a young boy must face his fear of the unknown in order to keep his brother and best friend from turning to the other side.;['Aventura', 'Fantasía'];18.0;Midnight Marathon
tt10085026;7.1;71.0;Chris Brake;['Chris Brake'];'Cactus Boy' tells the story of Winston Prickle, a grown man who decides to break up with his childhood imaginary friend, Cactus Man.;['Drama', 'Fantasía'];17.0;Cactus Boy
tt10087020;;;Johan Stahl;['Alexander Kanellakos'];;['Fantasía'];;Discover the Power
tt0805647;5.4;54.0;Robert Zemeckis;['Robert Zemeckis', 'Kenya Barris', 'Guillermo del Toro'];A finales de 1967, un pequeño huérfano se va a vivir con su abuela a Demopolis, un pueblo de Alabama. El niño y su abuela tienen extraños encuentros con brujas aparentemente glamurosas, pero absolutamente diabólicas.;['Aventura', 'Comedia', 'Familiar'];106.0;Las brujas de Roald Dahl
tt0983946;4.9;49.0;Jeff Wadlow;['Jeff Wadlow', 'Christopher Roach', 'Jillian Jacobs'];El Sr. Roarke hace realidad los sueños de sus huéspedes. Sin embargo, cuando todo se convierte en una pesadilla, los invitados tienen que resolver el misterio de la isla para poder escapar con vida.;['Fantasía', 'Terror', 'Misterio'];109.0;Fantasy Island
tt10006160;4.8;48.0;Janis Rafailidou;['Janis Rafailidou'];In a big city somewhere in the south of Europe, a couple takes care of dead animals and abandoned roadkill as an act to give meaning to their life. Kala azar is a meditation on the paradox of life-circles among beings of different species.;['Drama', 'Fantasía'];91.0;Kala azar
tt10014774;;;Jacob Ryan Snovel;['Brooks Hall'];A group of kids are out with a borrowed drone, shooting video of their neighborhood. But when the drone crashes into a mysterious neighbor's second story window, one boy gets more than he bargains for.;['Fantasía', 'Suspense'];;1717 Primrose
tt10068916;8.0;80.0;Masayuki Kojima;['Akihito Tsukushi', 'Hideyuki Kurata'];La aventura épica de los valientes Riko y Reg, a quienes se une su nuevo amigo Nanachi.;['Animación', 'Aventura', 'Drama'];113.0;Made in Abyss: El amanecer del alma profunda
tt10097484;5.1;51.0;Henri Wong;['Wenwen Fan', 'A. Lee Martinez', 'Yahe Wang'];Ji Mo is regarded as an outlier because she can see monsters. One day, she sees a monster in the supermarket and meets a monster hunter, Meng. She discovers that there really are monsters in the world, and she is involved in a new storm.;['Acción', 'Drama', 'Fantasía'];104.0;Guai wu xian sheng
tt10098084;;;Millicent Malcolm;['Millicent Malcolm'];In the face of a demeaning request from her misogynistic boss, a hardworking young lawyer must decide whether to stick up for herself or keep living in her imagination.;['Comedia', 'Fantasía'];4.0;Bossy
tt10110022;4.7;47.0;Zdenek Troska;['Marek Kalis', 'Zdenek Troska'];In this Cinderella-like fable, a woman conjures a Prince from a bird feather. Aninka, the youngest of three sisters, deals day in and day out with her bullying siblings. When Aninka and the Prince magically fall in love, they must work to break a witch's curse together.;['Familiar', 'Fantasía'];94.0;Zakleté pírko
tt10110418;6.0;60.0;David Mahmoudieh;['David Mahmoudieh'];Jill's got the snake. Julia's got the flute. Alone, they have nothing. But together, they have a secret weapon to fight the darkness.;['Fantasía', 'Terror'];8.0;Snake Dick
tt10125752;;;Matt Orefice;['Matt Orefice'];A man believes he has been hit by a train.;['Fantasía'];83.0;Bad Men from a Melting Moon
