"id_pelicula";"puntuacion";"porcentaje";"direccion";"guion";"argumento";"genero";"duracion";"titulo"
"tt10691380";0.0;0;"Matthew Mark Hunter";"Matthew Mark Hunter";"A man spills his pills down the drain and starts to see rats all over his house.";"Terror";0;"Rats"
"tt10691398";0.0;0;"Matthew Mark Hunter";"Matthew Mark Hunter";"A saw fan made teaser trailer for a film that was unfinished.";"Terror";0;"Saw Teaser Fan Film"
"tt10691550";0.0;0;"Matthew Mark Hunter";"Matthew Mark Hunter";"A person with a deer mask is killing two innocent men having a good time.";"Terror";0;"Deer Hunter"
"tt10691612";0.0;0;"Joe Mikesell";"Haliey Cano, Joe Mikesell, Bianca Sahagun";"";"Drama, Terror";0;"Come Play"
"tt10691952";0.0;0;"Marley Eleven Bury";"Marley Eleven Bury";"24 children are missing. A madman has kidnapped them and detective Maria Sanders must find them; as well as her own missing niece, before all is lost. Yet will her discoveries be more horrifying than anything she could have even imagined?";"Terror";11;"The Puppetmaster"
"tt10692228";5.9;59;"Prasobh Vijayan";"Ranjeet Kamala Sankar, Francis Thomas, Salil V.";"Aravind is informed that something unexpected has happened to his family and has to reach the hospital immediately. What awaits him comes as a shock as he is soon sucked into a miasma of questions that he has to fight to find the answers.";"Drama, Misterio, Suspense";121;"Anveshanam"
"tt10692936";4.6;46;"Islam El Azzazi";"Islam El Azzazi";"She rejects grief as a reaction to loss. Instead confronting her misery face on and pushing herself to the brink, clinging to a flood of magic she experienced as a child as it flows across time from person to person and story to story.";"Fantasia, Misterio";90;"About Her"
"tt10694980";0.0;0;"Art Hall";"Art Hall";"A man goes to extremes to break the cycle he is stuck in and begins to see that a better attitude might be the answer.";"Comedia, Terror";8;"Snooze"
"tt10695458";0.0;0;"Steven Chappell";"Steven Chappell";"A Treeologist and a Park Ranger investigate a mysterious scroll during the Blood Moon. However it isn't long before the prophecy predicted by the scroll becomes true, and they are attacked by living trees.";"Terror";0;"Night of the Living Trees"
"tt10695464";4.6;46;"Ryan Bury";"Jennifer Bonior, Trevor Botkin, James Bowsher";"A series of stories woven together by one of our most primal fears, the fear of the unknown.";"Terror";83;"The Source of Shadows"
"tt10695540";0.0;0;"Steven Chappell";"Steven Chappell";"";"Terror";0;"Bring the Remains"
"tt10696018";4.7;47;"Lisa France";"Brooke Purdy";"En el cumpleanos de Sarah, su mejor amiga Victoria le regala un kit de pruebas geneticas para que pueda aprender mas sobre el linaje de su familia. Pero esa noche, Victoria muere tragicamente.";"Aventura, Familiar, Fantasia";85;"Un asesino en la familia"
"tt10697230";7.5;75;"Alex Kahuam";"Alex Kahuam, Daniel Kuhlman";"An obnoxious social media influencer and a group of friends on their way to a Halloween party find themselves in a grim world of hell when they run into two twisted brothers. Not even one of their 1 million followers can help them now.";"Terror";10;"Red Light"
"tt10697462";0.0;0;"Scott Hester";"Scott Hester";"Mystery surrounds a small southwestern town as supernatural occurrences gradually escalate, particularly at one store which is owned by the local Oddball.";"Accion";0;"The Store Front"
"tt10700448";0.0;0;"Hannah AlTirmidhi";"Francesca Noel";"A malevolent spirit takes over the body of a teenage girl. Based on the story of Red Riding Hood.";"Terror";0;"Redder"
"tt10701458";4.2;42;"Tate Steinsiek";"Kathy Charles, H.P. Lovecraft";"Un castillo albanes con criaturas sedientas de sangre es heredado por una joven.";"Terror, Misterio";106;"Castle Freak"
"tt10701748";0.0;0;"Philippe Weber";"Philippe Weber";"A couple goes on a car trip to the mountains. While driving, the woman takes a prescribed medication. Everything seems to be normal. A little later she begins to see things that obviously do not exist.";"Terror, Suspense";0;"Die Kapsel"
"tt10701926";5.0;50;"Jingming Guo";"Jingming Guo";"In order to complete the lash wish of Duke VI, Yin Chen (Silver), Qi Ling (Asval), Tianshu You Hua (Princess Kira) and the others decide to embark on a journey together to save the Gilgamesh, the former Duke I who has been sealed by the Silver Priest. Upon their arrival, they encounter the strongest set of killers in You Ming (Dark), Thalia (Lady Nox) and Qi La (Zila)... Leer todo";"Animacion, Accion, Aventura";0;"Lengxue Kuang Yan"
"tt10702938";5.3;53;"Hiroki Inoue";"Eiki-Eiki, Mikiyo Tsuda";"Two male actors are drawn to each other. Can they work things out?";"Comedia, Drama, Romance";84;"Love Stage!!"
"tt10703340";0.0;0;"Yuanhua Wang";"Yuanhua Wang";"";"Terror";0;"5:05"
"tt10703380";0.0;0;"Catherine Delaloye";"Catherine Delaloye, Joe Pardavila";"WITCHES OF BUSHWICK is inspired by #WitchesofInstagram one of social media's darker and most trending sub-cultures. The film talks about the people behind the hashtag, blending horror and satire to produce a biting critique of social media. The short film centers around a young woman who is about to be initiated into a modern coven. When things - inevitably - start to... Leer todo";"Terror";19;"The Witches of Bushwick"
"tt10706276";0.0;0;"A.J. Turek";"A.J. Turek";"Piper fantasizes about killing her boyfriend, but who doesn't?";"Terror";9;"Mad Love"
"tt10706710";0.0;0;"Da'Rell Miller";"Jordan Clayton, Tidjani Diallo, Keith Ellerbee";"";"Terror";21;"The Boy N The Darkness"
"tt10708094";0.0;0;"Brandon Rhiness";"Brandon Rhiness, Julie Whelan";"A woman is afflicted with a condition that causes her appearance to deteriorate throughout the day and there's only one way to return to normal.";"Terror";0;"Bloodbath"
"tt10708122";7.2;72;"Brandon Rhiness";"Brandon Rhiness";"A woman's 7-year-old son begins having memories of a past life.";"Terror";3;"Reincarnate"
"tt10708124";0.0;0;"Jose David Acevedo";"Jose David Acevedo, Ricky R.";"";"Accion, Crimen, Suspense";0;"Danger Zone: Against all Odds"
"tt10708134";8.8;88;"Brandon Rhiness";"Brandon Rhiness";"A soccer mom with a hectic schedule has an unusual method of relaxation.";"Terror";0;"Soccer Mom"
"tt10708146";0.0;0;"Brandon Rhiness";"Brandon Rhiness, Julie Whelan";"A woman has an insatiable hunger that won't go away no matter how much she eats.";"Terror";0;"The Hunger"
"tt10708148";0.0;0;"Jonathan Brito";"Jonathan Brito, James Kuta";"In the aftermath of a seemingly simple murder, a young nurse and her girlfriend embark on a night of madness and guilt, one which will test their relationship forever.";"Drama, Terror";0;"The Rot"
"tt10711328";0.0;0;"Ejaz Ahmed";"Ejaz Ahmed, Abid Hussain, Abid Hussain";"Macky Is A Flop Film maker Who Wants to make A New Movie With A super Star Farukh Khan. But Unfortunately This Time To Make Movie Unique, He Takes The Entire Unit To A Palace Where They Shouldn't be. With Full Of Turns and Twists At Last He Completes The Movie Named Avantika. But At What Cost???";"Comedia, Terror";105;"Avantika"
"tt10712314";0.0;0;"Eetu Pennanen";"Eetu Pennanen";"A twisted killer wears the faces of her victims in a desperate search for outer beauty.";"Terror";6;"Kauneusleikkaus"
"tt10712542";0.0;0;"Eetu Pennanen";"Eetu Pennanen";"A young man struggles with OCD and loss in both reality and his mind.";"Drama, Fantasia";27;"Minka menetin"
"tt10712982";0.0;0;"Martin R. McGowan";"Martin R. McGowan";"Set in a fictional town in Pennsylvania, a private investigator hired to solve a decades-long string of murders uncovers a terrible secret.";"Terror, Suspense";48;"Mockingbird"
"tt10713114";8.3;83;"Krit Komkrichwarakool";"Krit Komkrichwarakool";"A unique relationship flourishes between an aspiring artist and a plant man growing in his garden.";"Drama, Romance";15;"Plantonic"
"tt10713340";5.3;53;"Travis Cluff";"Jill Awbrey";"El matrimonio con problemas sentimentales de una pareja se pone a prueba cuando son tomados como rehenes en un apartamento aislado por una voz invisible que controla todos sus movimientos.";"Terror, Misterio, Suspense";94;"Held"
"tt10714232";4.8;48;"Mattia De Pascali";"Mattia De Pascali";"A shy and compliant man is just about to get married when a maniac kills his fiance. He seeks comfort in a lonely cabin in the woods with absurd relationship with a life size doll, but he is unable to avoid a spiral into madness.";"Terror";80;"Beyond the Omega"
"tt10714644";0.0;0;"Aj James";"Mark-Antony Marini";"'THE FEY' is a fantasy-thriller following Dorian after the loss of a loved one. It explores how our minds can react when someone is taken from us so suddenly and what we would do to get that person back.";"Fantasia, Suspense";18;"The Fey"
"tt10717384";0.0;0;"Alfredo Izquierdo";"Alfredo Izquierdo";"";"Terror";0;"TOT - Truco o Trato"
"tt10717738";7.9;79;"Midhun Manuel Thomas";"Midhun Manuel Thomas, Rajendra Sapre";"The police are on the trail of a serial killer, but with the victims being fellow officers, will they be able to catch the killer and solve the case in time?";"Crimen, Misterio, Suspense";144;"Anjaam Pathiraa"
"tt10719496";0.0;0;"Matthew Mark Hunter";"Matthew Mark Hunter";"An evil scientist tortures an unknown guest during the holiday season.";"Terror";0;"The Scientist"
"tt10719508";0.0;0;"Matthew Mark Hunter";"Matthew Mark Hunter";"3 people bring fourth the devil during the Christmas Season.";"Terror";0;"Holy Night"
"tt10719824";0.0;0;"Nate Dern";"Nate Dern, Josh Brown";"";"Comedia, Terror";0;"The Pokemon Horror Movie You Need to See"
"tt10719888";0.0;0;"Matthew Mark Hunter";"Matthew Mark Hunter";"A young boy disrespects his babysitter and gets a visit from Krampus.";"Terror";0;"Krampus: The Shadow of Saint Nick"
"tt10719944";5.4;54;"Domiziano Cristopharo";"Levent Kaya";"A loner madman necrophile, with also the passion of the ancient Egypt culture, start to mummifies the bodies of young victims to satisfy his desire for love and sex.";"Terror";68;"eROTik"
"tt10719946";5.7;57;"Lex Ortega";"Lisa Carrion, Adrian Garcia Bogliano, Miguel Garcia Moreno";"A married couple and their young daughter are terrified of the neighbors' dog, which ends up biting the girl. The dog is sacrificed to the desolation of its owners who saw it as their son. They enter the married couple's house at night to take revenge. What they want is justice: sacrifice the girl.";"Drama, Terror, Suspense";87;"Animales Humanos"
"tt10723996";0.0;0;"Mac Obregon";"Mac Obregon, Renata Salcedo, Manuel Verde";"";"Terror";0;"Alter"
"tt10725356";6.4;64;"Michaela Myers";"Michaela Myers";"After a happenstance meeting, Tristan and Isaac fall deeply in love, forming a seemingly impermeable romance. But when reality becomes unavoidable, all truths must be faced. Loosely inspired by the classic love tragedy Tristan and Isolde.";"Romance";0;"Tristan and Isaac"
"tt10725448";5.0;50;"John Valley";"John Valley";"Una satira social inspirada en la teoria de la conspiracion de la vida real llamada Pizzagate. Un periodista aficionado y un miliciano de extrema derecha exponen la fea verdad sobre cultos sexuales, una pizzeria y la gente lagarto.";"Accion, Aventura, Comedia";91;"Duncan"
"tt10726012";5.3;53;"Matthew T. Price";"Matthew T. Price";"A widowed dancer seeks to find a new partner, but she may have ulterior motives...";"Terror, Musica";7;"Danse Macabre"
"tt10726084";0.0;0;"Matthew Mark Hunter";"Matthew Mark Hunter";"A man bring two dolls to life but they turn on him.";"Terror";0;"Voodoo"
"tt10726286";0.0;0;"Jace Elton";"Jace Elton";"Batman and Captain America must duke it out to see who the strongest hero is.";"Accion";4;"Batman vs Captain America"
"tt10726368";0.0;0;"Erica Duke";"Erica Duke";"This is a story about the search for identity. With the lead character being adopted and trying to find the missing puzzle piece of where she comes from. With the help of modern technology and DNA testing she is able to make a connection with a biological relative, who invites her and her friends down to Louisiana. However with this new connection comes an old family ... Leer todo";"Terror";22;"Mark of the Rougarou"
"tt10727130";4.6;46;"Rudi Van Den Bossche";"Rudi Van Den Bossche";"Life does not go well the last couple of years for film director Serge Gabriels. Since the day he chose his career above the woman of his life, things kept going downhill. When a bailiff was sent to declare his production company bankrupt, he lost all hope and perspective. Fortunately at that crucial moment he received the one phone call he has been waiting for his wh... Leer todo";"Comedia, Romance";84;"Cruise Control"
"tt1072748";5.4;54;"Michael Spierig";"Tom Vaughan, Michael Spierig, Peter Spierig";"Refugiada en su mansion californiana, Sarah Winchester, la excentrica heredera de las armas de fuego, cree que esta siendo acosada por las almas de las personas asesinadas con el rifle de repeticion Winchester.";"Biografia, Drama, Fantasia";99;"Winchester: La casa que construyeron los espiritus"
"tt10728398";0.0;0;"Dan Faucetta Jr.";"Caiden Berry, Dan Faucetta Jr.";"Theresa, joined by her boyfriend Tom, takes a babysitting job from a girl she's known for some time. The girl tells Theresa of her new imaginary Mr. Tall. As the night progresses, things start to take a turn for the worst.";"Terror";12;"Bedtime"
"tt10728472";0.0;0;"Cam Dyer";"Mikaela Bertholf, Cam Dyer, Deaton Gabbard";"Amelia Ripley has it all, the perfect life, the perfect husband, the perfect job as a freelance writer but when her husband, Liam Ripley, becomes more and more jealous of her best friend, Noah, things take a turn for the worst.";"Drama, Romance";62;"Broken Vows"
"tt10728896";0.0;0;"James Mentzinger";"James Mentzinger, Andrew Nimetz";"Reid Upchurch (Dan Fogarty) holds the unusual occupation of a debt collector for an underground loan-shark. While out interrogating an investor, Reid has to make the quick decision whether or not the time for collection has arrived.";"Accion, Comedia";0;"Here to Collect"
"tt10731100";6.6;66;"Omer Inal";"Omer Inal, Ozkan Kucuk";"The story is about three people who have never met, facing the consequences of their choices while their lives change entirely. Aylin's, Fikret's and Cihangir's choices which seem instantaneous and insignificant, reveal unseen results in each other's lives. The lives of these three people will have unpredictable results.";"Accion, Drama, Suspense";105;"Hayalet: 3 Yasam"
"tt10731362";7.3;73;"Rikiya Imaizumi";"Hio Miyazawa, Kisetsu Fujiwara, Wakana Matsumoto";"Shun and Nagisa first meet and fall in love during high school. However, despite strong feelings, they go their separate ways. Years later, Shun is now living alone in a rural area when Nagisa arrives with his six-year-old daughter, Sora.";"Drama, Familiar, Romance";127;"His"
